run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max,binedges,binvalues
PureAlohaExperiment-95-20210531-16:31:23-5637,runattr,,,configname,PureAlohaExperiment,,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,runattr,,,datetime,20210531-16:31:23,,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,runattr,,,experiment,PureAlohaExperiment,,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,runattr,,,inifile,omnetpp.ini,,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,runattr,,,iterationvars,"$numHosts=50, $iaMean=10",,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,runattr,,,iterationvarsf,"numHosts=50,iaMean=10-",,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,runattr,,,measurement,"$numHosts=50, $iaMean=10",,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,runattr,,,network,Aloha,,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,runattr,,,processid,5637,,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,runattr,,,repetition,1,,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,runattr,,,replication,#1,,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,runattr,,,resultdir,results,,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,runattr,,,runnumber,95,,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,runattr,,,seedset,95,,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,itervar,,,iaMean,10,,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,itervar,,,numHosts,50,,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,param,,,Aloha.numHosts,50,,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,param,,,Aloha.host[*].iaTime,exponential(10s),,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,param,,,Aloha.numHosts,50,,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,param,,,Aloha.slotTime,0s,,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,param,,,Aloha.txRate,9.6kbps,,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,param,,,Aloha.host[*].pkLenBits,952b,,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,param,,,**.x,"uniform(0m, 1000m)",,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,param,,,**.y,"uniform(0m, 1000m)",,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,param,,,**.animationHoldTimeOnCollision,0s,,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,param,,,**.idleAnimationSpeed,1,,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,param,,,**.transmissionEdgeAnimationSpeed,1e-6,,,,,,,,,
PureAlohaExperiment-95-20210531-16:31:23-5637,param,,,**.midTransmissionAnimationSpeed,1e-1,,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,runattr,,,configname,PureAlohaExperiment,,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,runattr,,,datetime,20210531-16:28:04,,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,runattr,,,experiment,PureAlohaExperiment,,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,runattr,,,inifile,omnetpp.ini,,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,runattr,,,iterationvars,"$numHosts=50, $iaMean=1",,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,runattr,,,iterationvarsf,"numHosts=50,iaMean=1-",,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,runattr,,,measurement,"$numHosts=50, $iaMean=1",,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,runattr,,,network,Aloha,,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,runattr,,,processid,5637,,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,runattr,,,repetition,1,,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,runattr,,,replication,#1,,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,runattr,,,resultdir,results,,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,runattr,,,runnumber,91,,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,runattr,,,seedset,91,,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,itervar,,,iaMean,1,,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,itervar,,,numHosts,50,,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,param,,,Aloha.numHosts,50,,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,param,,,Aloha.host[*].iaTime,exponential(1s),,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,param,,,Aloha.numHosts,50,,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,param,,,Aloha.slotTime,0s,,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,param,,,Aloha.txRate,9.6kbps,,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,param,,,Aloha.host[*].pkLenBits,952b,,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,param,,,**.x,"uniform(0m, 1000m)",,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,param,,,**.y,"uniform(0m, 1000m)",,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,param,,,**.animationHoldTimeOnCollision,0s,,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,param,,,**.idleAnimationSpeed,1,,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,param,,,**.transmissionEdgeAnimationSpeed,1e-6,,,,,,,,,
PureAlohaExperiment-91-20210531-16:28:04-5637,param,,,**.midTransmissionAnimationSpeed,1e-1,,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,runattr,,,configname,PureAlohaExperiment,,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,runattr,,,datetime,20210531-16:17:59,,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,runattr,,,experiment,PureAlohaExperiment,,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,runattr,,,inifile,omnetpp.ini,,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,runattr,,,iterationvars,"$numHosts=50, $iaMean=121",,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,runattr,,,iterationvarsf,"numHosts=50,iaMean=121-",,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,runattr,,,measurement,"$numHosts=50, $iaMean=121",,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,runattr,,,network,Aloha,,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,runattr,,,processid,5338,,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,runattr,,,repetition,1,,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,runattr,,,replication,#1,,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,runattr,,,resultdir,results,,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,runattr,,,runnumber,69,,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,runattr,,,seedset,69,,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,itervar,,,iaMean,121,,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,itervar,,,numHosts,50,,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,param,,,Aloha.numHosts,50,,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,param,,,Aloha.host[*].iaTime,exponential(121s),,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,param,,,Aloha.numHosts,50,,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,param,,,Aloha.slotTime,0s,,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,param,,,Aloha.txRate,9.6kbps,,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,param,,,Aloha.host[*].pkLenBits,952b,,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,param,,,**.x,"uniform(0m, 1000m)",,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,param,,,**.y,"uniform(0m, 1000m)",,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,param,,,**.animationHoldTimeOnCollision,0s,,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,param,,,**.idleAnimationSpeed,1,,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,param,,,**.transmissionEdgeAnimationSpeed,1e-6,,,,,,,,,
PureAlohaExperiment-69-20210531-16:17:59-5338,param,,,**.midTransmissionAnimationSpeed,1e-1,,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,runattr,,,configname,PureAlohaExperiment,,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,runattr,,,datetime,20210531-16:23:58,,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,runattr,,,experiment,PureAlohaExperiment,,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,runattr,,,inifile,omnetpp.ini,,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,runattr,,,iterationvars,"$numHosts=50, $iaMean=151",,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,runattr,,,iterationvarsf,"numHosts=50,iaMean=151-",,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,runattr,,,measurement,"$numHosts=50, $iaMean=151",,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,runattr,,,network,Aloha,,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,runattr,,,processid,5338,,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,runattr,,,repetition,1,,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,runattr,,,replication,#1,,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,runattr,,,resultdir,results,,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,runattr,,,runnumber,71,,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,runattr,,,seedset,71,,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,itervar,,,iaMean,151,,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,itervar,,,numHosts,50,,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,param,,,Aloha.numHosts,50,,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,param,,,Aloha.host[*].iaTime,exponential(151s),,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,param,,,Aloha.numHosts,50,,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,param,,,Aloha.slotTime,0s,,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,param,,,Aloha.txRate,9.6kbps,,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,param,,,Aloha.host[*].pkLenBits,952b,,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,param,,,**.x,"uniform(0m, 1000m)",,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,param,,,**.y,"uniform(0m, 1000m)",,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,param,,,**.animationHoldTimeOnCollision,0s,,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,param,,,**.idleAnimationSpeed,1,,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,param,,,**.transmissionEdgeAnimationSpeed,1e-6,,,,,,,,,
PureAlohaExperiment-71-20210531-16:23:58-5338,param,,,**.midTransmissionAnimationSpeed,1e-1,,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,runattr,,,configname,PureAlohaExperiment,,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,runattr,,,datetime,20210531-16:31:31,,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,runattr,,,experiment,PureAlohaExperiment,,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,runattr,,,inifile,omnetpp.ini,,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,runattr,,,iterationvars,"$numHosts=50, $iaMean=15",,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,runattr,,,iterationvarsf,"numHosts=50,iaMean=15-",,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,runattr,,,measurement,"$numHosts=50, $iaMean=15",,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,runattr,,,network,Aloha,,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,runattr,,,processid,5637,,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,runattr,,,repetition,1,,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,runattr,,,replication,#1,,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,runattr,,,resultdir,results,,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,runattr,,,runnumber,97,,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,runattr,,,seedset,97,,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,itervar,,,iaMean,15,,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,itervar,,,numHosts,50,,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,param,,,Aloha.numHosts,50,,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,param,,,Aloha.host[*].iaTime,exponential(15s),,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,param,,,Aloha.numHosts,50,,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,param,,,Aloha.slotTime,0s,,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,param,,,Aloha.txRate,9.6kbps,,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,param,,,Aloha.host[*].pkLenBits,952b,,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,param,,,**.x,"uniform(0m, 1000m)",,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,param,,,**.y,"uniform(0m, 1000m)",,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,param,,,**.animationHoldTimeOnCollision,0s,,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,param,,,**.idleAnimationSpeed,1,,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,param,,,**.transmissionEdgeAnimationSpeed,1e-6,,,,,,,,,
PureAlohaExperiment-97-20210531-16:31:31-5637,param,,,**.midTransmissionAnimationSpeed,1e-1,,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,runattr,,,configname,PureAlohaExperiment,,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,runattr,,,datetime,20210531-16:23:49,,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,runattr,,,experiment,PureAlohaExperiment,,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,runattr,,,inifile,omnetpp.ini,,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,runattr,,,iterationvars,"$numHosts=50, $iaMean=181",,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,runattr,,,iterationvarsf,"numHosts=50,iaMean=181-",,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,runattr,,,measurement,"$numHosts=50, $iaMean=181",,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,runattr,,,network,Aloha,,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,runattr,,,processid,5338,,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,runattr,,,repetition,1,,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,runattr,,,replication,#1,,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,runattr,,,resultdir,results,,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,runattr,,,runnumber,73,,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,runattr,,,seedset,73,,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,itervar,,,iaMean,181,,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,itervar,,,numHosts,50,,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,param,,,Aloha.numHosts,50,,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,param,,,Aloha.host[*].iaTime,exponential(181s),,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,param,,,Aloha.numHosts,50,,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,param,,,Aloha.slotTime,0s,,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,param,,,Aloha.txRate,9.6kbps,,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,param,,,Aloha.host[*].pkLenBits,952b,,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,param,,,**.x,"uniform(0m, 1000m)",,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,param,,,**.y,"uniform(0m, 1000m)",,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,param,,,**.animationHoldTimeOnCollision,0s,,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,param,,,**.idleAnimationSpeed,1,,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,param,,,**.transmissionEdgeAnimationSpeed,1e-6,,,,,,,,,
PureAlohaExperiment-73-20210531-16:23:49-5338,param,,,**.midTransmissionAnimationSpeed,1e-1,,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,runattr,,,configname,PureAlohaExperiment,,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,runattr,,,datetime,20210531-16:31:43,,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,runattr,,,experiment,PureAlohaExperiment,,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,runattr,,,inifile,omnetpp.ini,,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,runattr,,,iterationvars,"$numHosts=50, $iaMean=20",,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,runattr,,,iterationvarsf,"numHosts=50,iaMean=20-",,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,runattr,,,measurement,"$numHosts=50, $iaMean=20",,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,runattr,,,network,Aloha,,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,runattr,,,processid,5637,,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,runattr,,,repetition,1,,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,runattr,,,replication,#1,,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,runattr,,,resultdir,results,,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,runattr,,,runnumber,99,,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,runattr,,,seedset,99,,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,itervar,,,iaMean,20,,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,itervar,,,numHosts,50,,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,param,,,Aloha.numHosts,50,,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,param,,,Aloha.host[*].iaTime,exponential(20s),,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,param,,,Aloha.numHosts,50,,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,param,,,Aloha.slotTime,0s,,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,param,,,Aloha.txRate,9.6kbps,,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,param,,,Aloha.host[*].pkLenBits,952b,,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,param,,,**.x,"uniform(0m, 1000m)",,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,param,,,**.y,"uniform(0m, 1000m)",,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,param,,,**.animationHoldTimeOnCollision,0s,,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,param,,,**.idleAnimationSpeed,1,,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,param,,,**.transmissionEdgeAnimationSpeed,1e-6,,,,,,,,,
PureAlohaExperiment-99-20210531-16:31:43-5637,param,,,**.midTransmissionAnimationSpeed,1e-1,,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,runattr,,,configname,PureAlohaExperiment,,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,runattr,,,datetime,20210531-16:23:37,,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,runattr,,,experiment,PureAlohaExperiment,,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,runattr,,,inifile,omnetpp.ini,,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,runattr,,,iterationvars,"$numHosts=50, $iaMean=211",,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,runattr,,,iterationvarsf,"numHosts=50,iaMean=211-",,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,runattr,,,measurement,"$numHosts=50, $iaMean=211",,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,runattr,,,network,Aloha,,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,runattr,,,processid,5338,,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,runattr,,,repetition,1,,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,runattr,,,replication,#1,,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,runattr,,,resultdir,results,,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,runattr,,,runnumber,75,,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,runattr,,,seedset,75,,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,itervar,,,iaMean,211,,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,itervar,,,numHosts,50,,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,param,,,Aloha.numHosts,50,,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,param,,,Aloha.host[*].iaTime,exponential(211s),,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,param,,,Aloha.numHosts,50,,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,param,,,Aloha.slotTime,0s,,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,param,,,Aloha.txRate,9.6kbps,,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,param,,,Aloha.host[*].pkLenBits,952b,,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,param,,,**.x,"uniform(0m, 1000m)",,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,param,,,**.y,"uniform(0m, 1000m)",,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,param,,,**.animationHoldTimeOnCollision,0s,,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,param,,,**.idleAnimationSpeed,1,,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,param,,,**.transmissionEdgeAnimationSpeed,1e-6,,,,,,,,,
PureAlohaExperiment-75-20210531-16:23:37-5338,param,,,**.midTransmissionAnimationSpeed,1e-1,,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,runattr,,,configname,PureAlohaExperiment,,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,runattr,,,datetime,20210531-16:23:23,,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,runattr,,,experiment,PureAlohaExperiment,,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,runattr,,,inifile,omnetpp.ini,,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,runattr,,,iterationvars,"$numHosts=50, $iaMean=241",,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,runattr,,,iterationvarsf,"numHosts=50,iaMean=241-",,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,runattr,,,measurement,"$numHosts=50, $iaMean=241",,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,runattr,,,network,Aloha,,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,runattr,,,processid,5338,,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,runattr,,,repetition,1,,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,runattr,,,replication,#1,,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,runattr,,,resultdir,results,,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,runattr,,,runnumber,77,,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,runattr,,,seedset,77,,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,itervar,,,iaMean,241,,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,itervar,,,numHosts,50,,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,param,,,Aloha.numHosts,50,,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,param,,,Aloha.host[*].iaTime,exponential(241s),,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,param,,,Aloha.numHosts,50,,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,param,,,Aloha.slotTime,0s,,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,param,,,Aloha.txRate,9.6kbps,,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,param,,,Aloha.host[*].pkLenBits,952b,,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,param,,,**.x,"uniform(0m, 1000m)",,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,param,,,**.y,"uniform(0m, 1000m)",,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,param,,,**.animationHoldTimeOnCollision,0s,,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,param,,,**.idleAnimationSpeed,1,,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,param,,,**.transmissionEdgeAnimationSpeed,1e-6,,,,,,,,,
PureAlohaExperiment-77-20210531-16:23:23-5338,param,,,**.midTransmissionAnimationSpeed,1e-1,,,,,,,,,
PureAlohaExperiment-101-20210531-16:31:51-5637,runattr,,,configname,PureAlohaExperiment,,,,,,,,,
PureAlohaExperiment-101-20210531-16:31:51-5637,runattr,,,datetime,20210531-16:31:51,,,,,,,,,
PureAlohaExperiment-101-20210531-16:31:51-5637,runattr,,,experiment,PureAlohaExperiment,,,,,,,,,
PureAlohaExperiment-101-20210531-16:31:51-5637,runattr,,,inifile,omnetpp.ini,,,,,,,,,
PureAlohaExperiment-101-20210531-16:31:51-5637,runattr,,,iterationvars,"$numHosts=50, $iaMean=25",,,,,,,,,
